URL;Date;Tweet;ID;Replies;Retweets;Likes;Quotes;Conv. ID;Language;Links;Media;Retweeted Tweet;Bookmarks;Username
;20/06/2023 06:58;@Kanseulir Menyejukkan luar biasa, tapi bagi pembenci Anies Baswedan ini adalah pukulan telak atas mereka yg ingin menjegal Anies Baswedan maju di pilpres 2024... insyaallah pak Anies kami rakyat butuh anda untuk membawa perubahan di negeri ini, salam dari Berau Kaltim.;1,67094E+18;0;0;5;0;1,67077E+18;in;;;;0;one_sach97004
https://twitter.com/mnctrijaya/status/1670943571720167426;20/06/2023 06:56;"""Repost dari @partaiperindo

Kebakaran terjadi di Gang Lapo Sona, Kelurahan Baringin, Kota Sibolga, Sumatera Utara.

#PerindoUpdate #PartaiPerindo #Perindo #PerindoS16AP #PartaiPersatuanIndonesia #UntukIndonesiaSejahtera #Pemilu2024 #Pileg2024 #Pilkada2024 #Pilpres2024 https://t.co/zNHAiXLsFg";1,67094E+18;0;0;0;0;1,67094E+18;in;;;;0;mnctrijaya
https://twitter.com/STUDSGUY/status/1670943375649021952;20/06/2023 06:55;@72Gar7 @tvOneNews @Sigiwarmada Kasihan Kadrun yah partai nya sudah mau 10 tahun engga dapet jabatan Menteri, makanya kadrun sangat menderita....nanti 2024 kadrun kalah lagi Pilpres, menderita lagi 5 tahun, partai nya kadrun engga dapet jabatan Menteri.. 🤣🤣🤣.. Hahaha;1,67094E+18;2;0;0;0;1,67058E+18;in;;;;0;STUDSGUY
https://twitter.com/mnctrijaya/status/1670943355935809539;20/06/2023 06:55;"""Repost dari @partaiperindo

Bantuan gerobak gratis dari Partai Perindo berdampak langsung meningkatkan perekonomian warga.

#PerindoUpdate #PartaiPerindo #Perindo #PerindoS16AP #PartaiPersatuanIndonesia #UntukIndonesiaSejahtera #Pemilu2024 #Pileg2024 #Pilkada2024 #Pilpres2024 https://t.co/uUjFde6M5n";1,67094E+18;0;0;0;0;1,67094E+18;in;;;;0;mnctrijaya
https://twitter.com/FaGtng/status/1670941006227980288;20/06/2023 06:45;"@achmadfauzi_wy Pemimpin Muda Inovatif dan Kreatif di dukung penuh generasi milenial. 

Pemimpin muda yang punya banyak ide dan inovasi dalam memajukan daerah. 

*Suara semesta mendukung Cak Fauzi Calon Gubernur Jawa Timur di Pilpres 2024* https://t.co/DU9FtH3xQW";1,67094E+18;9;13;15;1;1,67094E+18;in;;;;0;FaGtng
https://twitter.com/MbahSyong/status/1670939995740463104;20/06/2023 06:41;"https://t.co/ka1ECNkOpP

Simpatisan Jokowi di Ponorogo mendeklarasikan dukungan untuk Prabowo Subianto pada Pilpres 2024. Gerindra yakin 2024 nanti Prabowo menang di Ponorogo.";1,67094E+18;0;0;1;0;1,67094E+18;in;https://www.detik.com/jatim/berita/d-6781865/simpatisan-jokowi-di-ponorogo-pilih-dukung-prabowo-pada-pilpres-2024;;;0;MbahSyong
https://twitter.com/HendZiddane/status/1670935705768583168;20/06/2023 06:24;"@democrazymedia Dulu @DennyJA_WORLD survey...jika pilpres dilakukan sekarang... maka pemenangnya...Anies Baswedan.
Itu dulu bbrp bulan yll.Sekarang atau besok 2024...pun SAMA.
@NasDem @PDemokrat @PKSejahtera";1,67094E+18;0;0;1;0;1,67077E+18;in;;;;0;HendZiddane
https://twitter.com/Bank_Aconk/status/1670934616964988928;20/06/2023 06:20;"Mahkamah Konstitusi Jadi Wasit yang Adil Tangani Sengketa Pemilu 2024

Kami sangat berharap MK melakukan persiapan yang matang agar dapat menjadi wasit yang adil bagi yang bersengketa. Baik sengketa di pileg, pilpres, maupun pilkada.

Thailand Messi
Arhan Freya https://t.co/y2FRruXnFq";1,67093E+18;3;17;18;0;1,67093E+18;in;;https://pbs.twimg.com/media/FzBaLFkaIAAD42P?format=jpg&name=orig;;0;Bank_Aconk
https://twitter.com/adieenugroho/status/1670934439868911616;20/06/2023 06:19;Bersama Berkolaborasi dan Bersinergi untuk Memenangkan Ganjar Pranowo dalam Pilpres 2024. #GanjarCapres https://t.co/cbBAKTRZ4K;1,67093E+18;0;0;0;0;1,67093E+18;in;;https://pbs.twimg.com/media/FzBZn1raQAUrdJ-?format=jpg&name=orig;;0;adieenugroho
https://twitter.com/CNNIndonesia/status/1670933001184890881;20/06/2023 06:14;"PKB 'Pingit' Cak Imin untuk Setop Bicara soal Pilpres 2024
https://t.co/VYekPdn5JO";1,67093E+18;4;0;4;0;1,67093E+18;in;https://www.cnnindonesia.com/nasional/20230619120336-617-963687/pkb-pingit-cak-imin-untuk-setop-bicara-soal-pilpres-2024?utm_campaign=cnnsocmed&utm_medium=oa&utm_source=twitter;;;0;CNNIndonesia
